,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
29,"(2, 3, 4, 5, 6, 8, 10, 11, 21, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 35, 42, 43, 45, 46, 47, 48, 50, 51, 53)",[0.5934764  0.61335579 0.59779703 0.57451301 0.5819184 ],0.5922121263166786,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'CONFERENCE_homeTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_REB_awayTeam', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam')",0.017235015052504517,0.01340942724095625,0.006704713620478125
34,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53)",[0.59534547 0.60915274 0.59637868 0.57616269 0.58115551],0.5916390155493303,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam')",0.01512447449577771,0.011767354985823358,0.005883677492911679
35,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53)",[0.59333559 0.61346369 0.59915467 0.56777543 0.57824274],0.5903944238042071,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam')",0.020539462325656715,0.01598039948240327,0.007990199741201635
38,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 55)",[0.5927119  0.60931379 0.59235064 0.57316581 0.58316404],0.590141237280514,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19')",0.015379762388644162,0.011965977639442234,0.005982988819721117
37,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 55)",[0.58929848 0.61277857 0.60189038 0.56885466 0.57373027],0.5893104730303994,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19')",0.021276816560871204,0.01655408612774698,0.00827704306387349
36,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 55)",[0.59015572 0.60677547 0.59746261 0.57179098 0.57989401],0.589215759086145,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19')",0.015926775053555643,0.012391572076561464,0.006195786038280732
39,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 55, 56)",[0.58923645 0.60099574 0.59412287 0.5664414  0.57930082],0.5860194572420971,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19')",0.015516860649364188,0.012072644743960931,0.006036322371980467
40,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56)",[0.59277074 0.59654697 0.59266732 0.56657987 0.58062477],0.5858379345014975,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19')",0.014166653676957696,0.0110221378484601,0.005511068924230049
41,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56)",[0.58927454 0.59730748 0.59527281 0.56449314 0.58211693],0.5856929782542538,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19')",0.015226426902129036,0.011846677421623021,0.0059233387108115106
42,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56)",[0.59189136 0.58911199 0.58985513 0.57065408 0.58248774],0.5848000618981584,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'DIFF_HIST_REB', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19')",0.00995396907177473,0.007744526106885865,0.003872263053442932
43,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 58)",[0.58689867 0.59929153 0.5896262  0.56138303 0.58123203],0.5836862923071297,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'DIFF_HIST_REB', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19', 'DIFF_APG19')",0.016182257736487557,0.012590346283468928,0.006295173141734463
44,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 58)",[0.58347328 0.59146942 0.59400491 0.56331214 0.57479733],0.5814114169483138,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_PPG', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'DIFF_HIST_REB', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19', 'DIFF_APG19')",0.01448837639445409,0.011272449052650414,0.005636224526325207
45,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 58)",[0.57396989 0.5938764  0.5838414  0.56915425 0.57728113],0.5796246137223569,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'G_homeTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_PPG', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'DIFF_HIST_REB', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_FG19', 'DIFF_FT19', 'DIFF_APG19')",0.011026434316633969,0.008578940502555596,0.004289470251277797
47,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58)",[0.57751126 0.59622405 0.58272835 0.56306982 0.57194551],0.5782957996739013,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'G_homeTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_PPG', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'DIFF_HIST_REB', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_PPG19', 'DIFF_FG19', 'DIFF_FT19', 'DIFF_FG319', 'DIFF_APG19')",0.014241137943515683,0.011080089138317555,0.0055400445691587774
46,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58)",[0.57725058 0.60260841 0.5807265  0.55506097 0.57390206],0.5779097030405742,"('HOME_TEAM_ID', 'VISITOR_TEAM_ID', 'SEASON', 'TEAM_ID_away', 'ARENACAPACITY_homeTeam', 'YEARFOUNDED_homeTeam', 'CONFERENCE_homeTeam', 'ARENACAPACITY_awayTeam', 'YEARFOUNDED_awayTeam', 'CONFERENCE_awayTeam', 'G_homeTeam', 'WEEKEND_GAME', 'PLAYOFF_GAME', 'HIST_PPG_homeTeam', 'HIST_FGpercent_homeTeam', 'HIST_FTpercent_homeTeam', 'HIST_FG3percent_homeTeam', 'HIST_APG_homeTeam', 'HIST_REB_homeTeam', 'HIST_PPG_awayTeam', 'HIST_FGpercent_awayTeam', 'HIST_FTpercent_awayTeam', 'HIST_FG3percent_awayTeam', 'HIST_APG_awayTeam', 'HIST_REB_awayTeam', 'DIFF_HIST_PPG', 'DIFF_HIST_FT', 'DIFF_HIST_FG3', 'DIFF_HIST_APG', 'DIFF_HIST_REB', 'PPG19_homeTeam', 'FGper19_homeTeam', 'FTper19_homeTeam', 'FG3per19_homeTeam', 'APG19_homeTeam', 'REB19_homeTeam', 'PPG19_awayTeam', 'FGper19_awayTeam', 'FTper19_awayTeam', 'FG3per19_awayTeam', 'APG19_awayTeam', 'REB19_awayTeam', 'DIFF_PPG19', 'DIFF_FG19', 'DIFF_FT19', 'DIFF_APG19')",0.01954759010677057,0.015208689198950586,0.007604344599475292
